category,category_image_url,name,slug,image_url,gallery_image_urls,features,overview,technical_info,regular_price,sale_price,is_active,meta_title,meta_description,meta_keywords,sku_title,sku_id,sku_quantity,sku_shipping_status,sku_weight
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Precision Light Model-0103,jkr-jkr-precision-light-model-0103-103,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Precision Light Model-0103 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 68x68cm
Voltage: 110-240V
Warranty: 2 Years",6871,6183.9,TRUE,JKR Precision Light Model-0103 | Buy Professional Light Online,Looking for JKR Precision Light Model-0103? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0103-SKU,366,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Elite Inhaler Model-0104,jkr-jkr-elite-inhaler-model-0104-104,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Inhaler Model-0104 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 82x67cm
Voltage: 110-240V
Warranty: 2 Years",4985,4486.5,TRUE,JKR Elite Inhaler Model-0104 | Buy Professional Inhaler Online,Looking for JKR Elite Inhaler Model-0104? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Inhaler, JKR International, Buy Online",Standard Package,JKR-PROD-0104-SKU,147,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Pro Sterilizer Model-0105,jkr-jkr-pro-sterilizer-model-0105-105,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Sterilizer Model-0105 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 24x45cm
Voltage: 110-240V
Warranty: 2 Years",5605,5044.5,TRUE,JKR Pro Sterilizer Model-0105 | Buy Professional Sterilizer Online,Looking for JKR Pro Sterilizer Model-0105? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0105-SKU,739,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Elite Inhaler Model-0106,jkr-jkr-elite-inhaler-model-0106-106,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Inhaler Model-0106 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 89x45cm
Voltage: 110-240V
Warranty: 2 Years",502,451.8,TRUE,JKR Elite Inhaler Model-0106 | Buy Professional Inhaler Online,Looking for JKR Elite Inhaler Model-0106? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Inhaler, JKR International, Buy Online",Standard Package,JKR-PROD-0106-SKU,630,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Ultra Cart Model-0107,jkr-jkr-ultra-cart-model-0107-107,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Ultra Cart Model-0107 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 40x85cm
Voltage: 110-240V
Warranty: 2 Years",9635,8671.5,TRUE,JKR Ultra Cart Model-0107 | Buy Professional Cart Online,Looking for JKR Ultra Cart Model-0107? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Cart, JKR International, Buy Online",Standard Package,JKR-PROD-0107-SKU,785,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Eco Inhaler Model-0108,jkr-jkr-eco-inhaler-model-0108-108,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Inhaler Model-0108 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 77x45cm
Voltage: 110-240V
Warranty: 2 Years",5432,4888.8,TRUE,JKR Eco Inhaler Model-0108 | Buy Professional Inhaler Online,Looking for JKR Eco Inhaler Model-0108? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Inhaler, JKR International, Buy Online",Standard Package,JKR-PROD-0108-SKU,178,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Pro Sterilizer Model-0109,jkr-jkr-pro-sterilizer-model-0109-109,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Sterilizer Model-0109 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 66x58cm
Voltage: 110-240V
Warranty: 2 Years",3165,2848.5,TRUE,JKR Pro Sterilizer Model-0109 | Buy Professional Sterilizer Online,Looking for JKR Pro Sterilizer Model-0109? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0109-SKU,595,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Eco Light Model-0110,jkr-jkr-eco-light-model-0110-110,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Light Model-0110 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 65x90cm
Voltage: 110-240V
Warranty: 2 Years",7240,6516.0,TRUE,JKR Eco Light Model-0110 | Buy Professional Light Online,Looking for JKR Eco Light Model-0110? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0110-SKU,550,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Advanced Ventilator Model-0111,jkr-jkr-advanced-ventilator-model-0111-111,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Ventilator Model-0111 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 66x92cm
Voltage: 110-240V
Warranty: 2 Years",2018,1816.2,TRUE,JKR Advanced Ventilator Model-0111 | Buy Professional Ventilator Online,Looking for JKR Advanced Ventilator Model-0111? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0111-SKU,812,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Advanced Analyzer Model-0112,jkr-jkr-advanced-analyzer-model-0112-112,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Analyzer Model-0112 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 29x83cm
Voltage: 110-240V
Warranty: 2 Years",5469,4922.1,TRUE,JKR Advanced Analyzer Model-0112 | Buy Professional Analyzer Online,Looking for JKR Advanced Analyzer Model-0112? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Analyzer, JKR International, Buy Online",Standard Package,JKR-PROD-0112-SKU,387,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Eco Compressor Model-0113,jkr-jkr-eco-compressor-model-0113-113,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Compressor Model-0113 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 82x86cm
Voltage: 110-240V
Warranty: 2 Years",806,725.4,TRUE,JKR Eco Compressor Model-0113 | Buy Professional Compressor Online,Looking for JKR Eco Compressor Model-0113? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0113-SKU,341,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Elite Ventilator Model-0114,jkr-jkr-elite-ventilator-model-0114-114,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Ventilator Model-0114 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 49x29cm
Voltage: 110-240V
Warranty: 2 Years",6673,6005.7,TRUE,JKR Elite Ventilator Model-0114 | Buy Professional Ventilator Online,Looking for JKR Elite Ventilator Model-0114? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0114-SKU,194,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Smart Cart Model-0115,jkr-jkr-smart-cart-model-0115-115,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Smart Cart Model-0115 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 39x35cm
Voltage: 110-240V
Warranty: 2 Years",3922,3529.8,TRUE,JKR Smart Cart Model-0115 | Buy Professional Cart Online,Looking for JKR Smart Cart Model-0115? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Cart, JKR International, Buy Online",Standard Package,JKR-PROD-0115-SKU,662,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Precision Ventilator Model-0116,jkr-jkr-precision-ventilator-model-0116-116,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Precision Ventilator Model-0116 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 87x43cm
Voltage: 110-240V
Warranty: 2 Years",1388,1249.2,TRUE,JKR Precision Ventilator Model-0116 | Buy Professional Ventilator Online,Looking for JKR Precision Ventilator Model-0116? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0116-SKU,577,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Elite Compressor Model-0117,jkr-jkr-elite-compressor-model-0117-117,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Compressor Model-0117 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 92x42cm
Voltage: 110-240V
Warranty: 2 Years",7875,7087.5,TRUE,JKR Elite Compressor Model-0117 | Buy Professional Compressor Online,Looking for JKR Elite Compressor Model-0117? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0117-SKU,667,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Advanced Light Model-0118,jkr-jkr-advanced-light-model-0118-118,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Light Model-0118 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 69x62cm
Voltage: 110-240V
Warranty: 2 Years",1737,1563.3,TRUE,JKR Advanced Light Model-0118 | Buy Professional Light Online,Looking for JKR Advanced Light Model-0118? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0118-SKU,875,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Pro Cart Model-0119,jkr-jkr-pro-cart-model-0119-119,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Cart Model-0119 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 92x84cm
Voltage: 110-240V
Warranty: 2 Years",5486,4937.4,TRUE,JKR Pro Cart Model-0119 | Buy Professional Cart Online,Looking for JKR Pro Cart Model-0119? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Cart, JKR International, Buy Online",Standard Package,JKR-PROD-0119-SKU,16,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Precision Analyzer Model-0120,jkr-jkr-precision-analyzer-model-0120-120,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Precision Analyzer Model-0120 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 75x94cm
Voltage: 110-240V
Warranty: 2 Years",1249,1124.1,TRUE,JKR Precision Analyzer Model-0120 | Buy Professional Analyzer Online,Looking for JKR Precision Analyzer Model-0120? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Analyzer, JKR International, Buy Online",Standard Package,JKR-PROD-0120-SKU,359,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Advanced Ventilator Model-0121,jkr-jkr-advanced-ventilator-model-0121-121,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Ventilator Model-0121 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 98x74cm
Voltage: 110-240V
Warranty: 2 Years",8777,7899.3,TRUE,JKR Advanced Ventilator Model-0121 | Buy Professional Ventilator Online,Looking for JKR Advanced Ventilator Model-0121? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0121-SKU,515,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Smart Cart Model-0122,jkr-jkr-smart-cart-model-0122-122,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Smart Cart Model-0122 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 32x35cm
Voltage: 110-240V
Warranty: 2 Years",8660,7794.0,TRUE,JKR Smart Cart Model-0122 | Buy Professional Cart Online,Looking for JKR Smart Cart Model-0122? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Cart, JKR International, Buy Online",Standard Package,JKR-PROD-0122-SKU,53,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Compact Sterilizer Model-0123,jkr-jkr-compact-sterilizer-model-0123-123,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Sterilizer Model-0123 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 27x91cm
Voltage: 110-240V
Warranty: 2 Years",3920,3528.0,TRUE,JKR Compact Sterilizer Model-0123 | Buy Professional Sterilizer Online,Looking for JKR Compact Sterilizer Model-0123? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0123-SKU,692,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Advanced Compressor Model-0124,jkr-jkr-advanced-compressor-model-0124-124,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Compressor Model-0124 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 50x56cm
Voltage: 110-240V
Warranty: 2 Years",4232,3808.8,TRUE,JKR Advanced Compressor Model-0124 | Buy Professional Compressor Online,Looking for JKR Advanced Compressor Model-0124? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0124-SKU,360,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Ultra Light Model-0125,jkr-jkr-ultra-light-model-0125-125,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Ultra Light Model-0125 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 42x89cm
Voltage: 110-240V
Warranty: 2 Years",6888,6199.2,TRUE,JKR Ultra Light Model-0125 | Buy Professional Light Online,Looking for JKR Ultra Light Model-0125? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0125-SKU,831,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Ultra Ventilator Model-0126,jkr-jkr-ultra-ventilator-model-0126-126,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Ultra Ventilator Model-0126 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 54x72cm
Voltage: 110-240V
Warranty: 2 Years",9456,8510.4,TRUE,JKR Ultra Ventilator Model-0126 | Buy Professional Ventilator Online,Looking for JKR Ultra Ventilator Model-0126? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0126-SKU,50,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Precision Ventilator Model-0127,jkr-jkr-precision-ventilator-model-0127-127,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Precision Ventilator Model-0127 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 46x43cm
Voltage: 110-240V
Warranty: 2 Years",4862,4375.8,TRUE,JKR Precision Ventilator Model-0127 | Buy Professional Ventilator Online,Looking for JKR Precision Ventilator Model-0127? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0127-SKU,587,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Eco Compressor Model-0128,jkr-jkr-eco-compressor-model-0128-128,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Compressor Model-0128 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 75x92cm
Voltage: 110-240V
Warranty: 2 Years",5228,4705.2,TRUE,JKR Eco Compressor Model-0128 | Buy Professional Compressor Online,Looking for JKR Eco Compressor Model-0128? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0128-SKU,684,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Pro Inhaler Model-0129,jkr-jkr-pro-inhaler-model-0129-129,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Inhaler Model-0129 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 100x95cm
Voltage: 110-240V
Warranty: 2 Years",1444,1299.6,TRUE,JKR Pro Inhaler Model-0129 | Buy Professional Inhaler Online,Looking for JKR Pro Inhaler Model-0129? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Inhaler, JKR International, Buy Online",Standard Package,JKR-PROD-0129-SKU,61,available,2.5
